# Fórmula: SI(Y(V1>75,V2<25),0,1)
# Solución encontrada usando FIT: if (((v[1]>75*Math.pow(10,+0))&&(v[2]<=27*Math.pow(10,-0)))) { result = 0.0; } else { result = 1.0; } return result; 
# ... contando errores: if (((v[1]>=75*Math.pow(10,+0))&&(v[2]<=24*Math.pow(10,-0)))) { result = 0.0; } else { result = 1.0; } return result; 
1;15.35;73.70
1;40.33;91.13
1;87.64;56.61
1;38.31;70.46
1;87.55;32.75
1;51.32;20.57
1;7.54;81.70
1;6.14;12.50
1;72.04;81.89
1;73.51;74.87
1;25.16;13.98
1;69.20;39.54
1;40.54;51.60
1;58.02;67.15
1;42.06;4.20
1;22.99;12.09
1;68.30;44.03
1;67.21;69.82
1;26.77;7.46
1;20.13;24.80
0;98.16;9.27
0;99.93;5.61
1;83.16;46.57
1;25.80;98.63
1;0.69;46.96
1;0.58;75.44
1;58.87;85.49
1;83.86;60.12
1;79.29;49.65
1;20.86;20.99
1;28.31;73.19
1;12.75;28.33
0;77.25;6.73
1;12.87;38.87
1;63.00;40.05
1;48.67;14.73
1;63.14;64.75
1;17.49;96.75
0;77.65;24.01
1;11.15;56.37
1;15.95;90.48
1;70.34;73.09
1;17.29;25.07
1;2.20;45.92
0;83.47;22.25
1;90.85;49.31
1;98.64;87.25
1;1.84;3.50
1;96.95;46.21
1;88.41;48.56
1;80.15;54.87
1;32.99;87.31
1;21.11;13.07
1;43.37;68.20
1;44.79;88.27
1;40.83;96.73
1;16.83;52.69
1;67.58;73.10
1;32.92;48.88
1;41.23;10.31
1;10.01;42.42
1;86.82;71.51
1;66.93;32.15
1;80.66;73.05
1;68.84;57.36
1;21.85;64.82
1;93.84;61.54
1;81.31;42.55
1;21.64;78.54
1;31.92;16.01
1;23.55;50.40
1;41.84;5.37
1;54.62;20.20
1;62.79;74.09
1;46.27;52.00
1;53.75;49.64
1;23.74;95.49
1;99.28;59.40
1;0.34;87.55
1;38.90;8.71
1;65.60;44.30
1;66.70;90.80
1;13.31;74.22
1;49.73;92.56
1;73.45;78.63
1;77.14;94.34
1;70.52;73.34
1;71.68;45.20
1;27.63;40.11
1;70.22;79.30
1;74.34;0.80
1;62.98;65.23
1;86.12;52.81
1;52.73;27.57
1;22.91;35.72
1;36.55;3.72
1;89.41;71.48
1;91.09;80.25
1;29.36;3.76
1;7.17;67.32
1;48.74;70.10
1;70.26;4.39

